"SampleTime","Facility","Species","Adipose Clip","LAD_Race","Count Duration (minutes)","Pumping Duration (minutes)","SampleFraction","Study Type","Length","ExpandedSalvage","LAD_Loss","duplicateID","ArchiveID","LAD_KevinReece","GeneticAssignment","PosProb1","Group","PosProb2","Best","Comments","Salvage_KevinReece","Loss_KevinReece"
2011-02-22 20:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,161,NA,NA,1,"U110161CVP","Winter","Winter",0.990505,"Winter",0.990505,"USacramentoRHwi",NA,"4","3.19"
2011-03-08 00:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,150,NA,NA,1,"U110222CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.66"
2011-03-11 00:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,155,NA,NA,1,"U110246CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"0","0"
2011-03-12 22:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,146,NA,NA,1,"U110258CVP","Winter","Winter",0.999999,"Winter",0.999999,"USacramentoRHwi",NA,"0","0"
2011-03-12 22:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,141,NA,NA,1,"U110259CVP","Winter","Winter",0.999987,"Winter",0.999987,"USacramentoRHwi",NA,"0","0"
2011-03-12 23:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,137,NA,NA,1,"U110261CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"0","0"
2012-03-03 23:59:00,"CVP",NA,NA,NA,NA,NA,NA,NA,121,NA,NA,1,"U120026CVP","Winter","Winter",0.99938,"Winter",0.99938,"USacramentoRHwi",NA,"4","3.88"
2012-03-03 23:59:00,"CVP",NA,NA,NA,NA,NA,NA,NA,113,NA,NA,1,"U120027CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.88"
2012-03-11 19:59:59,"CVP",NA,NA,NA,NA,NA,NA,NA,116,NA,NA,1,"U120037CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.52"
2012-03-12 19:59:59,"CVP",NA,NA,NA,NA,NA,NA,NA,129,NA,NA,1,"U120044CVP","Winter","Winter",0.999929,"Winter",0.999929,"USacramentoRHwi",NA,"4","3.52"
2012-03-14 19:59:59,"CVP",NA,NA,NA,NA,NA,NA,NA,118,NA,NA,1,"U120051CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.52"
2012-03-18 22:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,135,NA,NA,1,"U120079CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2012-03-19 06:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,121,NA,NA,1,"U120081CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,NA,NA
2012-03-21 16:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,115,NA,NA,1,"U120101CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2012-03-21 22:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,132,NA,NA,1,"U120108CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2012-03-21 22:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,114,NA,NA,1,"U120109CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2012-03-22 10:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,138,NA,NA,1,"U120114CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"3","2.39"
2012-03-22 11:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,137,NA,NA,1,"U120115CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"0","0"
2012-03-23 10:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,136,NA,NA,1,"U120123CVP","Winter","Winter",0.86911,"Winter",0.86911,"USacramentoRHwi",NA,"1.5","1.19"
2012-03-23 13:59:59,"CVP",NA,NA,NA,NA,NA,NA,NA,137,NA,NA,1,"U120129CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"1","0.8"
2012-03-23 13:59:59,"CVP",NA,NA,NA,NA,NA,NA,NA,142,NA,NA,1,"U120130CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"1","0.8"
2012-03-27 13:30:00,"CVP",NA,NA,NA,NA,NA,NA,NA,125,NA,NA,1,"U120159CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"0","0"
2012-03-29 07:59:59,"CVP",NA,NA,NA,NA,NA,NA,NA,120,NA,NA,1,"U120170CVP","Winter","Winter",0.999875,"Winter",0.999875,"USacramentoRHwi",NA,"4","3.88"
2013-03-22 07:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,116,NA,NA,1,"C130032CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"0","0"
2013-03-24 00:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,123,NA,NA,1,"C130084CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"0","0"
2013-03-24 00:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,116,NA,NA,1,"C130095CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2016-02-22 12:00:00,"CVP",NA,NA,NA,NA,NA,NA,NA,112,NA,NA,1,"C160106CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.54"
2011-02-15 19:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,114,NA,NA,1,"U110111SWP","Winter","Winter",0.999999,"Winter",0.999999,"USacramentoRHwi",NA,NA,NA
2011-03-12 09:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,127,NA,NA,1,"U110224SWP","Winter","Winter",0.987726,"Winter",0.987726,"USacramentoRHwi","Clipped","4","18.11"
2011-03-14 19:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,116,NA,NA,1,"U110239SWP","Winter","Winter",0.99998,"Winter",0.99998,"USacramentoRHwi",NA,"4","17.440000000000001"
2011-03-14 19:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,137,NA,NA,1,"U110237SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.440000000000001"
2011-03-18 11:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,146,NA,NA,1,"U110260SWP","Winter","Winter",0.999992,"Winter",0.999992,"USacramentoRHwi",NA,"4","18.04"
2011-03-27 11:59:00,"SWP",NA,NA,NA,NA,NA,NA,NA,132,NA,NA,1,"U110265SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.94"
2011-03-28 19:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,135,NA,NA,1,"U110267SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.9600000000000009"
2012-02-14 07:59:59,"SWP",NA,NA,NA,NA,NA,NA,NA,139,NA,NA,1,"U120001SWP","Winter","Winter",1,"Winter",0.999998,"USacramentoRHwi",NA,"1","4.33"
2012-02-18 19:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,131,NA,NA,1,"U120003SWP","Winter","Winter",0.9999,"Winter",0.999936,"USacramentoRHwi","Salvage has 131, changed from 138","4","16.899999999999999"
2012-02-27 04:59:59,"SWP",NA,NA,NA,NA,NA,NA,NA,150,NA,NA,1,"U120010SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.77"
2012-02-29 10:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,125,NA,NA,1,"U120015SWP","Winter","Winter",1,"Winter",0.999977,"USacramentoRHwi",NA,"2","9.23"
2012-02-29 10:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,148,NA,NA,1,"U120016SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","9.23"
2012-03-02 21:07:12,"SWP",NA,NA,NA,NA,NA,NA,NA,136,NA,NA,1,"U120020SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","9.1300000000000008"
2012-03-05 22:59:59,"SWP",NA,NA,NA,NA,NA,NA,NA,158,NA,NA,1,"U120026SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.44"
2012-03-06 19:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,152,NA,NA,1,"U120038SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.899999999999999"
2012-03-06 19:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,143,NA,NA,1,"U120039SWP","Winter","Winter",0.9716,"Winter",0.971632,"USacramentoRHwi",NA,"4","16.899999999999999"
2012-03-06 19:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,130,NA,NA,1,"U120040SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.899999999999999"
2012-03-07 07:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,147,NA,NA,1,"U120045SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.88"
2012-03-10 19:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,118,NA,NA,1,"U120064SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.079999999999998"
2012-03-20 10:59:59,"SWP",NA,NA,NA,NA,NA,NA,NA,146,NA,NA,1,"U120079SWP","Winter","Winter",1,"Winter",0.999988,"USacramentoRHwi",NA,"4","18.18"
2012-03-20 10:59:59,"SWP",NA,NA,NA,NA,NA,NA,NA,129,NA,NA,1,"U120081SWP","Winter","Winter",1,"Winter",0.999996,"USacramentoRHwi",NA,"4","18.18"
2012-03-21 01:00:00,"SWP",NA,NA,NA,NA,NA,NA,NA,133,NA,NA,1,"U120083SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.18"
2012-03-21 15:15:00,"SWP",NA,NA,NA,NA,NA,NA,NA,175,NA,NA,1,"U120084SWP","Winter","Winter",1,"Winter",0.999993,"USacramentoRHwi",NA,"4","18.18"
2012-03-24 22:59:59,"SWP",NA,NA,NA,NA,NA,NA,NA,133,NA,NA,1,"U120090SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.18"
